k_1x8x2 greedy 1 8 2 8.084169	k_1x8x2.greedy 0	k_1x8x2.greedy 10	k_1x8x2 pbqp 1 8 2 8.079800	k_1x8x2.pbqp 0	k_1x8x2.pbqp 10
k_1x8x3 greedy 1 8 3 8.827884	k_1x8x3.greedy 0	k_1x8x3.greedy 11	k_1x8x3 pbqp 1 8 3 8.822327	k_1x8x3.pbqp 0	k_1x8x3.pbqp 11
k_1x8x4 greedy 1 8 4 8.151482	k_1x8x4.greedy 0	k_1x8x4.greedy 12	k_1x8x4 pbqp 1 8 4 9.235891	k_1x8x4.pbqp 0	k_1x8x4.pbqp 12
k_1x8x5 greedy 1 8 5 10.871437	k_1x8x5.greedy 0	k_1x8x5.greedy 13	k_1x8x5 pbqp 1 8 5 10.853578	k_1x8x5.pbqp 0	k_1x8x5.pbqp 13
k_1x8x6 greedy 1 8 6 10.462072	k_1x8x6.greedy 0	k_1x8x6.greedy 14	k_1x8x6 pbqp 1 8 6 10.457611	k_1x8x6.pbqp 0	k_1x8x6.pbqp 14
k_1x9x1 greedy 1 9 1 4.331011	k_1x9x1.greedy 0	k_1x9x1.greedy 10	k_1x9x1 pbqp 1 9 1 4.330647	k_1x9x1.pbqp 0	k_1x9x1.pbqp 10
k_1x9x2 greedy 1 9 2 8.048629	k_1x9x2.greedy 0	k_1x9x2.greedy 11	k_1x9x2 pbqp 1 9 2 8.043790	k_1x9x2.pbqp 0	k_1x9x2.pbqp 11
k_1x9x3 greedy 1 9 3 9.039523	k_1x9x3.greedy 0	k_1x9x3.greedy 12	k_1x9x3 pbqp 1 9 3 9.041956	k_1x9x3.pbqp 0	k_1x9x3.pbqp 12
k_1x9x4 greedy 1 9 4 8.878562	k_1x9x4.greedy 0	k_1x9x4.greedy 13	k_1x9x4 pbqp 1 9 4 9.173633	k_1x9x4.pbqp 0	k_1x9x4.pbqp 13
k_1x9x5 greedy 1 9 5 10.837050	k_1x9x5.greedy 0	k_1x9x5.greedy 14	k_1x9x5 pbqp 1 9 5 10.839240	k_1x9x5.pbqp 0	k_1x9x5.pbqp 14
k_2x10x1 greedy 2 10 1 8.100829	k_2x10x1.greedy 0	k_2x10x1.greedy 12	k_2x10x1 pbqp 2 10 1 8.108735	k_2x10x1.pbqp 0	k_2x10x1.pbqp 12
k_2x10x2 greedy 2 10 2 15.922472	k_2x10x2.greedy 0	k_2x10x2.greedy 8	k_2x10x2 pbqp 2 10 2 15.906610	k_2x10x2.pbqp 0	k_2x10x2.pbqp 9
k_2x10x3 greedy 2 10 3 16.557159	k_2x10x3.greedy 0	k_2x10x3.greedy 28	k_2x10x3 pbqp 2 10 3 16.486642	k_2x10x3.pbqp 0	k_2x10x3.pbqp 28
k_2x11x1 greedy 2 11 1 8.107426	k_2x11x1.greedy 0	k_2x11x1.greedy 13	k_2x11x1 pbqp 2 11 1 8.110987	k_2x11x1.pbqp 0	k_2x11x1.pbqp 13
k_2x11x2 greedy 2 11 2 15.922653	k_2x11x2.greedy 0	k_2x11x2.greedy 8	k_2x11x2 pbqp 2 11 2 15.923879	k_2x11x2.pbqp 0	k_2x11x2.pbqp 9
k_2x11x3 greedy 2 11 3 16.548193	k_2x11x3.greedy 0	k_2x11x3.greedy 30	k_2x11x3 pbqp 2 11 3 16.493302	k_2x11x3.pbqp 0	k_2x11x3.pbqp 30
k_2x12x1 greedy 2 12 1 8.131346	k_2x12x1.greedy 0	k_2x12x1.greedy 14	k_2x12x1 pbqp 2 12 1 8.128074	k_2x12x1.pbqp 0	k_2x12x1.pbqp 14
k_2x12x2 greedy 2 12 2 15.888947	k_2x12x2.greedy 0	k_2x12x2.greedy 8	k_2x12x2 pbqp 2 12 2 15.881354	k_2x12x2.pbqp 0	k_2x12x2.pbqp 9
k_2x13x1 greedy 2 13 1 8.107602	k_2x13x1.greedy 0	k_2x13x1.greedy 15	k_2x13x1 pbqp 2 13 1 8.109490	k_2x13x1.pbqp 0	k_2x13x1.pbqp 15
